year,month,date,state_name,cases_new,cases_retreated,rifampicin_resistant_new,rifampicin_resistant_retreated,data_type,note
2019,5,2019-05-01,Madhya Pradesh,1021858,116978,113267,14323,synthetic_demo,Synthetic data for framework demonstration only
2019,6,2019-06-01,Madhya Pradesh,1217564,134799,130710,16743,synthetic_demo,Synthetic data for framework demonstration only
2019,7,2019-07-01,Madhya Pradesh,1199815,140282,143520,17923,synthetic_demo,Synthetic data for framework demonstration only
2019,8,2019-08-01,Madhya Pradesh,1501261,155360,163924,18101,synthetic_demo,Synthetic data for framework demonstration only
2019,9,2019-09-01,Madhya Pradesh,1646838,235038,208957,25722,synthetic_demo,Synthetic data for framework demonstration only
2019,10,2019-10-01,Madhya Pradesh,1833486,191862,188015,22941,synthetic_demo,Synthetic data for framework demonstration only
2019,11,2019-11-01,Madhya Pradesh,1892602,214083,217633,21959,synthetic_demo,Synthetic data for framework demonstration only
2019,12,2019-12-01,Madhya Pradesh,1705962,233882,221903,30703,synthetic_demo,Synthetic data for framework demonstration only
2020,1,2020-01-01,Madhya Pradesh,1651792,164899,188836,17166,synthetic_demo,Synthetic data for framework demonstration only
2020,2,2020-02-01,Madhya Pradesh,1526946,152218,168696,17559,synthetic_demo,Synthetic data for framework demonstration only
2020,3,2020-03-01,Madhya Pradesh,1377169,124568,136000,16213,synthetic_demo,Synthetic data for framework demonstration only
2020,4,2020-04-01,Madhya Pradesh,1097524,125702,137906,15431,synthetic_demo,Synthetic data for framework demonstration only
2020,5,2020-05-01,Madhya Pradesh,1049779,128146,134084,13757,synthetic_demo,Synthetic data for framework demonstration only
2020,6,2020-06-01,Madhya Pradesh,1164935,116051,138057,14479,synthetic_demo,Synthetic data for framework demonstration only
2020,7,2020-07-01,Madhya Pradesh,1196105,139883,149475,15606,synthetic_demo,Synthetic data for framework demonstration only
2020,8,2020-08-01,Madhya Pradesh,1396892,216150,178590,24857,synthetic_demo,Synthetic data for framework demonstration only
2020,9,2020-09-01,Madhya Pradesh,1540667,204350,200948,25956,synthetic_demo,Synthetic data for framework demonstration only
2020,10,2020-10-01,Madhya Pradesh,1686548,244190,198296,25274,synthetic_demo,Synthetic data for framework demonstration only
2020,11,2020-11-01,Madhya Pradesh,1851497,269173,215772,31272,synthetic_demo,Synthetic data for framework demonstration only
2020,12,2020-12-01,Madhya Pradesh,1675569,169621,190503,18937,synthetic_demo,Synthetic data for framework demonstration only
2021,1,2021-01-01,Madhya Pradesh,1655161,234641,189866,29503,synthetic_demo,Synthetic data for framework demonstration only
2021,2,2021-02-01,Madhya Pradesh,1300760,176593,159928,18401,synthetic_demo,Synthetic data for framework demonstration only
2021,3,2021-03-01,Madhya Pradesh,1279428,167503,149203,20410,synthetic_demo,Synthetic data for framework demonstration only
2021,4,2021-04-01,Madhya Pradesh,1040047,147132,129929,17374,synthetic_demo,Synthetic data for framework demonstration only
2021,5,2021-05-01,Madhya Pradesh,1055012,113135,116098,12992,synthetic_demo,Synthetic data for framework demonstration only
2021,6,2021-06-01,Madhya Pradesh,1066760,173194,122367,18552,synthetic_demo,Synthetic data for framework demonstration only
2021,7,2021-07-01,Madhya Pradesh,1163829,157300,159329,17571,synthetic_demo,Synthetic data for framework demonstration only
2021,8,2021-08-01,Madhya Pradesh,1284271,194754,166508,25176,synthetic_demo,Synthetic data for framework demonstration only
2021,9,2021-09-01,Madhya Pradesh,1736223,240062,177016,25156,synthetic_demo,Synthetic data for framework demonstration only
2021,10,2021-10-01,Madhya Pradesh,1809907,222301,190164,23658,synthetic_demo,Synthetic data for framework demonstration only
2021,11,2021-11-01,Madhya Pradesh,1777924,236142,213188,28009,synthetic_demo,Synthetic data for framework demonstration only
2021,12,2021-12-01,Madhya Pradesh,1689007,173105,217280,19902,synthetic_demo,Synthetic data for framework demonstration only
2022,1,2022-01-01,Madhya Pradesh,1504534,211171,192982,27126,synthetic_demo,Synthetic data for framework demonstration only
2022,2,2022-02-01,Madhya Pradesh,1400515,189213,152050,20187,synthetic_demo,Synthetic data for framework demonstration only
2022,3,2022-03-01,Madhya Pradesh,1162242,150560,145260,19583,synthetic_demo,Synthetic data for framework demonstration only
2022,4,2022-04-01,Madhya Pradesh,1141428,117706,124265,13222,synthetic_demo,Synthetic data for framework demonstration only
2022,5,2022-05-01,Madhya Pradesh,1045370,136564,132895,16161,synthetic_demo,Synthetic data for framework demonstration only
2022,6,2022-06-01,Madhya Pradesh,1043507,133629,136464,16204,synthetic_demo,Synthetic data for framework demonstration only
2022,7,2022-07-01,Madhya Pradesh,1155827,132565,138925,14718,synthetic_demo,Synthetic data for framework demonstration only
2022,8,2022-08-01,Madhya Pradesh,1286011,207430,170074,22869,synthetic_demo,Synthetic data for framework demonstration only
2022,9,2022-09-01,Madhya Pradesh,1704681,221568,198153,28474,synthetic_demo,Synthetic data for framework demonstration only
2022,10,2022-10-01,Madhya Pradesh,1778530,234844,189277,24254,synthetic_demo,Synthetic data for framework demonstration only
2022,11,2022-11-01,Madhya Pradesh,1615786,205458,201698,27258,synthetic_demo,Synthetic data for framework demonstration only
2022,12,2022-12-01,Madhya Pradesh,1740664,235411,208134,26173,synthetic_demo,Synthetic data for framework demonstration only
2023,1,2023-01-01,Madhya Pradesh,1420869,171033,180974,23965,synthetic_demo,Synthetic data for framework demonstration only
2023,2,2023-02-01,Madhya Pradesh,1363999,179395,169189,23124,synthetic_demo,Synthetic data for framework demonstration only
2023,3,2023-03-01,Madhya Pradesh,1318259,157309,149666,17768,synthetic_demo,Synthetic data for framework demonstration only
2023,4,2023-04-01,Madhya Pradesh,1168350,127272,131208,15367,synthetic_demo,Synthetic data for framework demonstration only
2023,5,2023-05-01,Madhya Pradesh,1093806,103452,110906,12663,synthetic_demo,Synthetic data for framework demonstration only
2023,6,2023-06-01,Madhya Pradesh,1042054,121328,136067,15184,synthetic_demo,Synthetic data for framework demonstration only
2023,7,2023-07-01,Madhya Pradesh,1233457,160021,141857,17282,synthetic_demo,Synthetic data for framework demonstration only
2023,8,2023-08-01,Madhya Pradesh,1382793,142829,157865,17395,synthetic_demo,Synthetic data for framework demonstration only
2023,9,2023-09-01,Madhya Pradesh,1753839,223020,183092,27930,synthetic_demo,Synthetic data for framework demonstration only
2023,10,2023-10-01,Madhya Pradesh,1548142,260212,200107,29117,synthetic_demo,Synthetic data for framework demonstration only
2023,11,2023-11-01,Madhya Pradesh,1746994,234385,195951,30919,synthetic_demo,Synthetic data for framework demonstration only
2023,12,2023-12-01,Madhya Pradesh,1707064,201521,207048,23948,synthetic_demo,Synthetic data for framework demonstration only
2017,1,2017-01-01,Maharashtra,1854640,286125,180458,25078,synthetic_demo,Synthetic data for framework demonstration only
2017,2,2017-02-01,Maharashtra,1810553,210383,147968,14947,synthetic_demo,Synthetic data for framework demonstration only
2017,3,2017-03-01,Maharashtra,1523491,185806,135357,17154,synthetic_demo,Synthetic data for framework demonstration only
2017,4,2017-04-01,Maharashtra,1365851,162891,109402,13424,synthetic_demo,Synthetic data for framework demonstration only
2017,5,2017-05-01,Maharashtra,1218464,166976,104484,14272,synthetic_demo,Synthetic data for framework demonstration only
2017,6,2017-06-01,Maharashtra,1299064,153934,125804,11406,synthetic_demo,Synthetic data for framework demonstration only
2017,7,2017-07-01,Maharashtra,1641085,164446,139606,15496,synthetic_demo,Synthetic data for framework demonstration only
2017,8,2017-08-01,Maharashtra,1740665,208562,160741,16702,synthetic_demo,Synthetic data for framework demonstration only
2017,9,2017-09-01,Maharashtra,2105015,206362,174452,18661,synthetic_demo,Synthetic data for framework demonstration only
2017,10,2017-10-01,Maharashtra,1947195,302139,195989,26491,synthetic_demo,Synthetic data for framework demonstration only
2017,11,2017-11-01,Maharashtra,2084366,245730,178539,19429,synthetic_demo,Synthetic data for framework demonstration only
2017,12,2017-12-01,Maharashtra,2346715,326023,192981,28443,synthetic_demo,Synthetic data for framework demonstration only
2018,1,2018-01-01,Maharashtra,1887016,287110,158363,21756,synthetic_demo,Synthetic data for framework demonstration only
2018,2,2018-02-01,Maharashtra,1827673,212790,138382,19335,synthetic_demo,Synthetic data for framework demonstration only
2018,3,2018-03-01,Maharashtra,1621943,179369,134882,15091,synthetic_demo,Synthetic data for framework demonstration only
2018,4,2018-04-01,Maharashtra,1324451,177606,114885,12954,synthetic_demo,Synthetic data for framework demonstration only
2018,5,2018-05-01,Maharashtra,1440442,146111,122395,12228,synthetic_demo,Synthetic data for framework demonstration only
2018,6,2018-06-01,Maharashtra,1392005,142239,108554,11496,synthetic_demo,Synthetic data for framework demonstration only
2018,7,2018-07-01,Maharashtra,1704806,174733,128541,14648,synthetic_demo,Synthetic data for framework demonstration only
2018,8,2018-08-01,Maharashtra,1764646,200108,156354,15681,synthetic_demo,Synthetic data for framework demonstration only
2018,9,2018-09-01,Maharashtra,2249495,279295,180603,21441,synthetic_demo,Synthetic data for framework demonstration only
2018,10,2018-10-01,Maharashtra,2365197,209329,192253,18925,synthetic_demo,Synthetic data for framework demonstration only
2018,11,2018-11-01,Maharashtra,2283735,323972,179671,27046,synthetic_demo,Synthetic data for framework demonstration only
2018,12,2018-12-01,Maharashtra,2170549,216944,184066,19235,synthetic_demo,Synthetic data for framework demonstration only
2019,1,2019-01-01,Maharashtra,1964311,265900,180249,19760,synthetic_demo,Synthetic data for framework demonstration only
2019,2,2019-02-01,Maharashtra,1953091,184073,151929,16579,synthetic_demo,Synthetic data for framework demonstration only
2019,3,2019-03-01,Maharashtra,1715550,171308,136235,16869,synthetic_demo,Synthetic data for framework demonstration only
2019,4,2019-04-01,Maharashtra,1449781,144771,109795,11881,synthetic_demo,Synthetic data for framework demonstration only
2019,5,2019-05-01,Maharashtra,1307131,152152,115118,14587,synthetic_demo,Synthetic data for framework demonstration only
2019,6,2019-06-01,Maharashtra,1272393,194391,130548,18526,synthetic_demo,Synthetic data for framework demonstration only
2019,7,2019-07-01,Maharashtra,1628563,174901,146202,15192,synthetic_demo,Synthetic data for framework demonstration only
2019,8,2019-08-01,Maharashtra,1894448,276517,163223,20612,synthetic_demo,Synthetic data for framework demonstration only
2019,9,2019-09-01,Maharashtra,1900879,231111,165622,20104,synthetic_demo,Synthetic data for framework demonstration only
2019,10,2019-10-01,Maharashtra,2007480,265675,191058,20998,synthetic_demo,Synthetic data for framework demonstration only
2019,11,2019-11-01,Maharashtra,2377721,245205,193441,17826,synthetic_demo,Synthetic data for framework demonstration only
2019,12,2019-12-01,Maharashtra,2162266,261412,170170,23025,synthetic_demo,Synthetic data for framework demonstration only
2020,1,2020-01-01,Maharashtra,2042264,247044,178741,23031,synthetic_demo,Synthetic data for framework demonstration only
2020,2,2020-02-01,Maharashtra,1641338,180006,145524,16587,synthetic_demo,Synthetic data for framework demonstration only
2020,3,2020-03-01,Maharashtra,1567335,167811,147752,13022,synthetic_demo,Synthetic data for framework demonstration only
2020,4,2020-04-01,Maharashtra,1360298,181860,122858,14545,synthetic_demo,Synthetic data for framework demonstration only
2020,5,2020-05-01,Maharashtra,1257360,203419,110953,16277,synthetic_demo,Synthetic data for framework demonstration only
2020,6,2020-06-01,Maharashtra,1326882,182410,120611,14493,synthetic_demo,Synthetic data for framework demonstration only
2020,7,2020-07-01,Maharashtra,1699919,205197,127586,18090,synthetic_demo,Synthetic data for framework demonstration only
2020,8,2020-08-01,Maharashtra,1786004,221731,138029,20507,synthetic_demo,Synthetic data for framework demonstration only
2020,9,2020-09-01,Maharashtra,1888527,233746,166105,20257,synthetic_demo,Synthetic data for framework demonstration only
2020,10,2020-10-01,Maharashtra,2031478,223341,173827,20007,synthetic_demo,Synthetic data for framework demonstration only
2020,11,2020-11-01,Maharashtra,2240927,296671,181121,25079,synthetic_demo,Synthetic data for framework demonstration only
2020,12,2020-12-01,Maharashtra,2125170,313181,188202,27272,synthetic_demo,Synthetic data for framework demonstration only
2021,1,2021-01-01,Maharashtra,2160643,251592,150875,19428,synthetic_demo,Synthetic data for framework demonstration only
2021,2,2021-02-01,Maharashtra,1787845,205836,148668,18789,synthetic_demo,Synthetic data for framework demonstration only
2021,3,2021-03-01,Maharashtra,1508908,201445,148159,18422,synthetic_demo,Synthetic data for framework demonstration only
2021,4,2021-04-01,Maharashtra,1312944,197809,126279,17051,synthetic_demo,Synthetic data for framework demonstration only
2021,5,2021-05-01,Maharashtra,1225050,157412,122002,13188,synthetic_demo,Synthetic data for framework demonstration only
2021,6,2021-06-01,Maharashtra,1542362,184534,121031,14030,synthetic_demo,Synthetic data for framework demonstration only
2021,7,2021-07-01,Maharashtra,1642870,219819,129448,17129,synthetic_demo,Synthetic data for framework demonstration only
2021,8,2021-08-01,Maharashtra,1671625,186165,142177,16394,synthetic_demo,Synthetic data for framework demonstration only
2021,9,2021-09-01,Maharashtra,1939015,197945,163993,18513,synthetic_demo,Synthetic data for framework demonstration only
2021,10,2021-10-01,Maharashtra,2224869,257037,187058,25102,synthetic_demo,Synthetic data for framework demonstration only
2021,11,2021-11-01,Maharashtra,2059705,225283,194749,19259,synthetic_demo,Synthetic data for framework demonstration only
2021,12,2021-12-01,Maharashtra,2175343,248775,181804,18000,synthetic_demo,Synthetic data for framework demonstration only
2022,1,2022-01-01,Maharashtra,1936447,210987,152532,19082,synthetic_demo,Synthetic data for framework demonstration only
2022,2,2022-02-01,Maharashtra,1639188,263645,139086,20990,synthetic_demo,Synthetic data for framework demonstration only
2022,3,2022-03-01,Maharashtra,1666590,225613,144829,16456,synthetic_demo,Synthetic data for framework demonstration only
2022,4,2022-04-01,Maharashtra,1542728,167909,119709,14264,synthetic_demo,Synthetic data for framework demonstration only
2022,5,2022-05-01,Maharashtra,1388167,171489,108608,12025,synthetic_demo,Synthetic data for framework demonstration only
2022,6,2022-06-01,Maharashtra,1504092,153604,125279,13569,synthetic_demo,Synthetic data for framework demonstration only
2022,7,2022-07-01,Maharashtra,1568552,219166,141420,18479,synthetic_demo,Synthetic data for framework demonstration only
2022,8,2022-08-01,Maharashtra,1894265,164345,164820,16171,synthetic_demo,Synthetic data for framework demonstration only
2022,9,2022-09-01,Maharashtra,2249827,222391,174588,16774,synthetic_demo,Synthetic data for framework demonstration only
2022,10,2022-10-01,Maharashtra,2085544,280666,167534,22642,synthetic_demo,Synthetic data for framework demonstration only
2022,11,2022-11-01,Maharashtra,2145638,256982,182175,23346,synthetic_demo,Synthetic data for framework demonstration only
2022,12,2022-12-01,Maharashtra,2256517,292875,169131,23808,synthetic_demo,Synthetic data for framework demonstration only
2023,1,2023-01-01,Maharashtra,1842636,211481,182284,18953,synthetic_demo,Synthetic data for framework demonstration only
2023,2,2023-02-01,Maharashtra,1883468,178164,149128,16602,synthetic_demo,Synthetic data for framework demonstration only
2023,3,2023-03-01,Maharashtra,1744001,186326,146824,18142,synthetic_demo,Synthetic data for framework demonstration only
2023,4,2023-04-01,Maharashtra,1427612,170026,108420,14725,synthetic_demo,Synthetic data for framework demonstration only
2023,5,2023-05-01,Maharashtra,1317897,167258,117954,13039,synthetic_demo,Synthetic data for framework demonstration only
2023,6,2023-06-01,Maharashtra,1400147,219605,109247,18390,synthetic_demo,Synthetic data for framework demonstration only
2023,7,2023-07-01,Maharashtra,1515912,218574,148599,17178,synthetic_demo,Synthetic data for framework demonstration only
2023,8,2023-08-01,Maharashtra,1700002,211765,161664,18457,synthetic_demo,Synthetic data for framework demonstration only
2023,9,2023-09-01,Maharashtra,1885543,259615,190100,21098,synthetic_demo,Synthetic data for framework demonstration only
2023,10,2023-10-01,Maharashtra,1980084,294425,193241,27204,synthetic_demo,Synthetic data for framework demonstration only
2023,11,2023-11-01,Maharashtra,2285488,257464,207681,20602,synthetic_demo,Synthetic data for framework demonstration only
2023,12,2023-12-01,Maharashtra,2001904,227143,191880,20667,synthetic_demo,Synthetic data for framework demonstration only
2017,1,2017-01-01,Odisha,881570,101645,84810,10188,synthetic_demo,Synthetic data for framework demonstration only
2017,2,2017-02-01,Odisha,773133,74320,73943,8632,synthetic_demo,Synthetic data for framework demonstration only
2017,3,2017-03-01,Odisha,628186,86498,67659,10214,synthetic_demo,Synthetic data for framework demonstration only
2017,4,2017-04-01,Odisha,589549,69292,69455,9226,synthetic_demo,Synthetic data for framework demonstration only
2017,5,2017-05-01,Odisha,544570,56211,55115,6815,synthetic_demo,Synthetic data for framework demonstration only
2017,6,2017-06-01,Odisha,595317,72741,65603,7510,synthetic_demo,Synthetic data for framework demonstration only
2017,7,2017-07-01,Odisha,601130,94955,75994,9838,synthetic_demo,Synthetic data for framework demonstration only
2017,8,2017-08-01,Odisha,657128,92852,77214,9734,synthetic_demo,Synthetic data for framework demonstration only
2017,9,2017-09-01,Odisha,827515,102818,85055,11090,synthetic_demo,Synthetic data for framework demonstration only
2017,10,2017-10-01,Odisha,857237,92243,94648,10456,synthetic_demo,Synthetic data for framework demonstration only
2017,11,2017-11-01,Odisha,910509,119484,97163,14260,synthetic_demo,Synthetic data for framework demonstration only
2017,12,2017-12-01,Odisha,950462,120833,89967,15077,synthetic_demo,Synthetic data for framework demonstration only
2018,1,2018-01-01,Odisha,821208,121521,89512,11881,synthetic_demo,Synthetic data for framework demonstration only
2018,2,2018-02-01,Odisha,756966,68744,79203,7920,synthetic_demo,Synthetic data for framework demonstration only
2018,3,2018-03-01,Odisha,623424,93877,70794,10860,synthetic_demo,Synthetic data for framework demonstration only
2018,4,2018-04-01,Odisha,554625,63990,58935,7193,synthetic_demo,Synthetic data for framework demonstration only
2018,5,2018-05-01,Odisha,567136,72890,54729,8908,synthetic_demo,Synthetic data for framework demonstration only
2018,6,2018-06-01,Odisha,553582,55698,59123,6160,synthetic_demo,Synthetic data for framework demonstration only
2018,7,2018-07-01,Odisha,627336,66718,74837,7941,synthetic_demo,Synthetic data for framework demonstration only
2018,8,2018-08-01,Odisha,676093,74536,75313,9494,synthetic_demo,Synthetic data for framework demonstration only
2018,9,2018-09-01,Odisha,806656,107848,98441,10876,synthetic_demo,Synthetic data for framework demonstration only
2018,10,2018-10-01,Odisha,828012,101382,89322,11392,synthetic_demo,Synthetic data for framework demonstration only
2018,11,2018-11-01,Odisha,993268,123043,97669,13976,synthetic_demo,Synthetic data for framework demonstration only
2018,12,2018-12-01,Odisha,931494,85840,97938,11345,synthetic_demo,Synthetic data for framework demonstration only
2019,1,2019-01-01,Odisha,782498,78098,87260,9176,synthetic_demo,Synthetic data for framework demonstration only
2019,2,2019-02-01,Odisha,728941,84848,77372,9501,synthetic_demo,Synthetic data for framework demonstration only
2019,3,2019-03-01,Odisha,709462,89226,67138,9916,synthetic_demo,Synthetic data for framework demonstration only
2019,4,2019-04-01,Odisha,602008,85359,67883,8840,synthetic_demo,Synthetic data for framework demonstration only
2019,5,2019-05-01,Odisha,509940,61174,64668,6417,synthetic_demo,Synthetic data for framework demonstration only
2019,6,2019-06-01,Odisha,547965,85879,59159,9231,synthetic_demo,Synthetic data for framework demonstration only
2019,7,2019-07-01,Odisha,689134,72031,79345,6967,synthetic_demo,Synthetic data for framework demonstration only
2019,8,2019-08-01,Odisha,743104,82607,75429,8102,synthetic_demo,Synthetic data for framework demonstration only
2019,9,2019-09-01,Odisha,905955,110299,103057,11250,synthetic_demo,Synthetic data for framework demonstration only
2019,10,2019-10-01,Odisha,885044,95734,94847,10320,synthetic_demo,Synthetic data for framework demonstration only
2019,11,2019-11-01,Odisha,1010522,96332,103561,9714,synthetic_demo,Synthetic data for framework demonstration only
2019,12,2019-12-01,Odisha,915020,132311,93774,14829,synthetic_demo,Synthetic data for framework demonstration only
2020,1,2020-01-01,Odisha,734513,79014,85686,9102,synthetic_demo,Synthetic data for framework demonstration only
2020,2,2020-02-01,Odisha,799133,71832,82691,8241,synthetic_demo,Synthetic data for framework demonstration only
2020,3,2020-03-01,Odisha,611363,77988,76159,9289,synthetic_demo,Synthetic data for framework demonstration only
2020,4,2020-04-01,Odisha,579643,68727,62583,7668,synthetic_demo,Synthetic data for framework demonstration only
2020,5,2020-05-01,Odisha,498190,62106,64147,7095,synthetic_demo,Synthetic data for framework demonstration only
2020,6,2020-06-01,Odisha,525147,66266,68563,6393,synthetic_demo,Synthetic data for framework demonstration only
2020,7,2020-07-01,Odisha,716293,93853,75301,9582,synthetic_demo,Synthetic data for framework demonstration only
2020,8,2020-08-01,Odisha,754049,92432,87108,10347,synthetic_demo,Synthetic data for framework demonstration only
2020,9,2020-09-01,Odisha,914244,104514,86539,11069,synthetic_demo,Synthetic data for framework demonstration only
2020,10,2020-10-01,Odisha,921256,110593,107754,11744,synthetic_demo,Synthetic data for framework demonstration only
2020,11,2020-11-01,Odisha,949525,115693,100174,11675,synthetic_demo,Synthetic data for framework demonstration only
2020,12,2020-12-01,Odisha,914599,101818,89230,11942,synthetic_demo,Synthetic data for framework demonstration only
2021,1,2021-01-01,Odisha,821164,111290,92444,14003,synthetic_demo,Synthetic data for framework demonstration only
2021,2,2021-02-01,Odisha,704329,96300,87585,10249,synthetic_demo,Synthetic data for framework demonstration only
2021,3,2021-03-01,Odisha,622100,100605,70312,9868,synthetic_demo,Synthetic data for framework demonstration only
2021,4,2021-04-01,Odisha,582047,59784,58428,7517,synthetic_demo,Synthetic data for framework demonstration only
2021,5,2021-05-01,Odisha,549079,67306,60975,7436,synthetic_demo,Synthetic data for framework demonstration only
2021,6,2021-06-01,Odisha,580557,67410,70168,7052,synthetic_demo,Synthetic data for framework demonstration only
2021,7,2021-07-01,Odisha,652990,84488,76354,9496,synthetic_demo,Synthetic data for framework demonstration only
2021,8,2021-08-01,Odisha,694100,94638,77745,10952,synthetic_demo,Synthetic data for framework demonstration only
2021,9,2021-09-01,Odisha,903122,119547,97092,14152,synthetic_demo,Synthetic data for framework demonstration only
2021,10,2021-10-01,Odisha,888208,118695,100674,15964,synthetic_demo,Synthetic data for framework demonstration only
2021,11,2021-11-01,Odisha,928207,124960,105618,12065,synthetic_demo,Synthetic data for framework demonstration only
2021,12,2021-12-01,Odisha,801119,106047,105327,10369,synthetic_demo,Synthetic data for framework demonstration only
2022,1,2022-01-01,Odisha,876344,100058,88203,11805,synthetic_demo,Synthetic data for framework demonstration only
2022,2,2022-02-01,Odisha,728900,82237,73456,9501,synthetic_demo,Synthetic data for framework demonstration only
2022,3,2022-03-01,Odisha,694862,97542,67453,10573,synthetic_demo,Synthetic data for framework demonstration only
2022,4,2022-04-01,Odisha,526786,73267,64485,7903,synthetic_demo,Synthetic data for framework demonstration only
2022,5,2022-05-01,Odisha,511175,51563,61903,6631,synthetic_demo,Synthetic data for framework demonstration only
2022,6,2022-06-01,Odisha,547131,76628,62865,9713,synthetic_demo,Synthetic data for framework demonstration only
2022,7,2022-07-01,Odisha,701951,85356,72820,9533,synthetic_demo,Synthetic data for framework demonstration only
2022,8,2022-08-01,Odisha,786106,98358,78938,12073,synthetic_demo,Synthetic data for framework demonstration only
2022,9,2022-09-01,Odisha,894797,94280,89115,10235,synthetic_demo,Synthetic data for framework demonstration only
2022,10,2022-10-01,Odisha,897006,114376,100991,14740,synthetic_demo,Synthetic data for framework demonstration only
2022,11,2022-11-01,Odisha,915251,93508,105224,10653,synthetic_demo,Synthetic data for framework demonstration only
2022,12,2022-12-01,Odisha,870223,99528,105123,11564,synthetic_demo,Synthetic data for framework demonstration only
2023,1,2023-01-01,Odisha,787171,93320,92723,10336,synthetic_demo,Synthetic data for framework demonstration only
2023,2,2023-02-01,Odisha,716907,86274,86706,8730,synthetic_demo,Synthetic data for framework demonstration only
2023,3,2023-03-01,Odisha,709885,98368,73919,10369,synthetic_demo,Synthetic data for framework demonstration only
2023,4,2023-04-01,Odisha,520815,80660,70412,8686,synthetic_demo,Synthetic data for framework demonstration only
2023,5,2023-05-01,Odisha,563724,67058,64416,8433,synthetic_demo,Synthetic data for framework demonstration only
2023,6,2023-06-01,Odisha,608002,81648,64542,8671,synthetic_demo,Synthetic data for framework demonstration only
2023,7,2023-07-01,Odisha,615654,88295,75972,9534,synthetic_demo,Synthetic data for framework demonstration only
2023,8,2023-08-01,Odisha,765120,99928,75959,10048,synthetic_demo,Synthetic data for framework demonstration only
2023,9,2023-09-01,Odisha,795620,96145,90200,11088,synthetic_demo,Synthetic data for framework demonstration only
2023,10,2023-10-01,Odisha,903989,96299,91878,12638,synthetic_demo,Synthetic data for framework demonstration only
2023,11,2023-11-01,Odisha,1003444,112222,105249,13097,synthetic_demo,Synthetic data for framework demonstration only
2023,12,2023-12-01,Odisha,930507,105362,97216,12023,synthetic_demo,Synthetic data for framework demonstration only
2017,1,2017-01-01,Punjab,432794,51932,25489,3233,synthetic_demo,Synthetic data for framework demonstration only
2017,2,2017-02-01,Punjab,374137,38707,23312,2596,synthetic_demo,Synthetic data for framework demonstration only
2017,3,2017-03-01,Punjab,318206,44970,22143,2937,synthetic_demo,Synthetic data for framework demonstration only
2017,4,2017-04-01,Punjab,329266,42661,19404,2314,synthetic_demo,Synthetic data for framework demonstration only
2017,5,2017-05-01,Punjab,282519,34410,18361,2298,synthetic_demo,Synthetic data for framework demonstration only
2017,6,2017-06-01,Punjab,287439,35748,18342,2052,synthetic_demo,Synthetic data for framework demonstration only
2017,7,2017-07-01,Punjab,307655,50127,23143,2711,synthetic_demo,Synthetic data for framework demonstration only
2017,8,2017-08-01,Punjab,402603,48943,24318,3146,synthetic_demo,Synthetic data for framework demonstration only
2017,9,2017-09-01,Punjab,480308,52462,26850,3251,synthetic_demo,Synthetic data for framework demonstration only
2017,10,2017-10-01,Punjab,453827,65959,26149,4150,synthetic_demo,Synthetic data for framework demonstration only
2017,11,2017-11-01,Punjab,463691,55235,29491,3874,synthetic_demo,Synthetic data for framework demonstration only
2017,12,2017-12-01,Punjab,472059,68079,26514,4061,synthetic_demo,Synthetic data for framework demonstration only
2018,1,2018-01-01,Punjab,448791,43196,27988,2775,synthetic_demo,Synthetic data for framework demonstration only
2018,2,2018-02-01,Punjab,403108,38891,22294,2561,synthetic_demo,Synthetic data for framework demonstration only
2018,3,2018-03-01,Punjab,320874,38838,19234,2345,synthetic_demo,Synthetic data for framework demonstration only
2018,4,2018-04-01,Punjab,283608,39849,19873,2542,synthetic_demo,Synthetic data for framework demonstration only
2018,5,2018-05-01,Punjab,303942,40688,18237,2373,synthetic_demo,Synthetic data for framework demonstration only
2018,6,2018-06-01,Punjab,287789,27998,17665,1897,synthetic_demo,Synthetic data for framework demonstration only
2018,7,2018-07-01,Punjab,327533,37900,20578,2479,synthetic_demo,Synthetic data for framework demonstration only
2018,8,2018-08-01,Punjab,358007,50617,24198,3111,synthetic_demo,Synthetic data for framework demonstration only
2018,9,2018-09-01,Punjab,427783,47406,29572,3329,synthetic_demo,Synthetic data for framework demonstration only
2018,10,2018-10-01,Punjab,432654,45215,28322,3049,synthetic_demo,Synthetic data for framework demonstration only
2018,11,2018-11-01,Punjab,478589,48821,28403,2789,synthetic_demo,Synthetic data for framework demonstration only
2018,12,2018-12-01,Punjab,496042,49596,26194,3063,synthetic_demo,Synthetic data for framework demonstration only
2019,1,2019-01-01,Punjab,427411,45159,25641,3082,synthetic_demo,Synthetic data for framework demonstration only
2019,2,2019-02-01,Punjab,364287,45069,25691,3094,synthetic_demo,Synthetic data for framework demonstration only
2019,3,2019-03-01,Punjab,358572,33241,19793,2438,synthetic_demo,Synthetic data for framework demonstration only
2019,4,2019-04-01,Punjab,278173,33216,17805,2424,synthetic_demo,Synthetic data for framework demonstration only
2019,5,2019-05-01,Punjab,258972,37287,16586,2600,synthetic_demo,Synthetic data for framework demonstration only
2019,6,2019-06-01,Punjab,314023,35302,18664,2244,synthetic_demo,Synthetic data for framework demonstration only
2019,7,2019-07-01,Punjab,313420,47044,19024,3228,synthetic_demo,Synthetic data for framework demonstration only
2019,8,2019-08-01,Punjab,355501,49450,23416,2775,synthetic_demo,Synthetic data for framework demonstration only
