pmid,title,journal,year,authors,abstract
40053148,Prevalence and Genetic Profiling of Second-line Drug Resistant Tuberculosis at the Tertiary Care Center of Northern India.,Current microbiology,2025,Singh N; Singh AK; Kumar S; Chaudhary A; Mishra A; Singh NP,"The emergence of multidrug-resistant tuberculosis (MDR-TB) and extensively drug-resistant TB (XDR-TB) complicates control efforts. We investigated the prevalence and genetic patterns of pre-XDR and XDRTB, by employing second-line line probe assays (SL-LPA). This prospective cohort study was conducted at the Intermediate Reference Laboratory, from November 2023 to May 2024. We screened 1253 samples via Genxpert followed by florescence microscopy, and mutational/resistance analysis via the GenoType MTBDRplus/FL-LPA (first line-line probe assay) and MTBDRsl/SL-LPA for the mutation patterns. We identified 355 rifampicin drug-resistant TB isolates, 260 of which were smear positive samples obtained for FL-LPA and SL-LPA. Finally, 255 MDR/RR-TB patients were analyzed and 73(28.62%) patients exhibited second-line drug (SLD) resistance. Among the cases, 65(89.04%) were found to be resistant solely to fluoroquinolones (FQ), whereas 3(4.11%) were resistant only to aminoglycosides (pre-XDR TB). However, 5(6.8%) patients were resistant to both FQ and aminoglycosides (XDR-TB). We also found that males 44(60.37%) were more affected by SLD resistance than 29(39.72%) females, however SLD resistant females were younger than males (26.97 ± 14.84 vs. 35.84 ± 15.26, p = 0.016). The number of previously treated patients were significantly greater in SLD-resistance than in SLD-sensitive patients. The most common mutation in the gyrA gene was D94G, which was observed in 52(71.23%) cases, followed by A90V in 10(13.69%), D94N and D94A in 4(5.48%), whereas the rrs gene presented the rrsMUT1 (A1401G) mutation in 7(9.58%) and the rrsMUT2(G1484T) mutation in 1(1.37%) of SLD-resistant patients. The alarming rate of SLD-resistance among MDR-TB patients highlights the need for improved management strategies focused on early and accurate diagnosis of DR-TB."
40013634,Newer research transforming 24-month treatment of MDR/XDR-TB TO 6 months.,Lung India : official organ of Indian Chest Society,2025,Jain N; Sharma D; Jain NK,"Tuberculosis (TB) is a global threat to public health and remains the second leading infectious cause of death from a single infectious agent in 2022. According to the global tuberculosis report 2023, an estimated 10.6 million people developed TB in 2022 and 1.3 million died from the disease. About 4,10,000 new cases of multidrug-resistant/rifampicin-resistant tuberculosis (MDR/RR-TB) emerged in 2022. This huge burden has been recognised by World Health Organisation (WHO) by launching the End-TB strategy. The United Nations (UN) is committed to end TB epidemic globally by the year 2030; the aim is to reduce TB incidence by 80% and TB deaths by 90%. To eliminate the catastrophic cost, the Prime Minister of India has announced an ambitious plan to eliminate the TB in India by 2025, 5 years ahead of UN targets by ensuring quality health care and advanced treatment. Responding to the challenge of TB and drug-resistant tuberculosis, WHO is regularly issuing evidence-based guidelines using the International Grading of Recommendations Assessment, Development and Evaluation approach to assessment of new scientific evidence. Major advances have been reported in newer drugs and impact making research for new regimens in recent years. National Tuberculosis Elimination Programme has adopted effective interventions and technologies for diagnosis, treatment, and care of TB giving a new hope for elimination of TB. The present article reviews the new impact making research transforming traditional 18 to 24 months treatment of MDR/XDR TB to 6 months treatment."
39800206,Genotypic and phenotypic diversity of Mycobacterium tuberculosis strains from eastern India.,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",2025,Ghosh A; Biswas VK; Bal HB; Das D; Pati S; Gupta B; Raghav SK,"Whole genome sequencing has been used to investigate the genomic diversity of M. tuberculosis in the northern and southern states of India, but information about the eastern part of the country is still limited. Through a sequencing-based strategy, this study seeks to comprehend the diversity and drug resistance pattern in the eastern region. A total of 102 M. tuberculosis isolates from North East (n = 54), and Odisha (n = 48) were sequenced along with 7 follow up isolates from Sikkim. The pre-XDR and XDR isolates diagnosed as per the NTEP diagnostic algorithm were subjected for phenotypic second-line liquid culture drug susceptibility testing in MGIT-960 system. After filtering out low quality isolates based on taxonomic classification and depth of coverage, variant calling was performed. We observed a high prevalence of multi-drug resistant TB (MDR-TB) lineage 2 (52/54) isolates in northeast whereas there was a mixed representation of lineage 1 (30/48) & lineage 3 (11/48) in Odisha. The MDR-TB isolates from Sikkim posed a high rate (51/53) of fluoroquinolone resistance and pairwise SNV distances (≤10) indicating possible local transmission events in the region. We observed occurrence of genetic variations in genes associated with bedaquiline and delamanid resistance. Our findings show the diversity of M. tuberculosis vary across the eastern regions, in north eastern states lineage 2 has a dominant presence while lineage 1 and 3 has mixed representation in Odisha. The high prevalence of fluoroquinolone resistance in north eastern region associated with variations in gyrA gene and may have been caused by local transmission events based on genomic similarities."
39629418,To investigate the impact of revised diagnostic algorithm on presentation of multidrug-resistant tuberculosis cases at a referral centre in India.,Journal of family medicine and primary care,2024,Jain S; Sarin R; Vinay V; Sharma D; Saini JK; Gupta N,"A shift in policy has occurred with the introduction of molecular diagnostic tools for the upfront diagnosis of all cases of tuberculosis, including drug-resistant tuberculosis. The impact of this shift in policy on severity of disease was studied, and comparisons were drawn between the year 2015 and 2020. This was an observational study conducted between 2020 and 2021. Seventy patients of MDR-TB with or without additional drug resistance, hospitalized in the year 2015 and 2020, were studied. The study reveals a substantial reduction in the median time from the onset of symptoms to diagnosis between 2015 and 2020. Specifically, the median duration decreased from 12 weeks in 2015 to 8 weeks in 2020. Moreover, we found that in 2015, all cases under study had a history of tuberculosis in comparison to 2020. Additionally, there was a higher incidence of anemia in 2015 compared to 2020. In the radiological examination, it was observed that in 2015, a higher frequency of cases exhibited cavitations, bronchiectasis, and fibrosis on chest X-rays compared to the findings in 2020. The mean cavity size in 2015 measured 6.73 cm, while in 2020, it averaged 4.06 cm. Additionally, we noticed a higher occurrence of significantly advanced cases in 2015 in contrast to 2020. The implementation of the new policy of upfront DST was noted to decrease the time required for diagnosis and bacterial load as ascertained from degree of sputum smear positivity, radiological lesions, and severity of anemia."
39497757,"Treatment outcomes among patients with isoniazid mono-resistant tuberculosis in Mumbai, India: A retrospective cohort study.",Journal of clinical tuberculosis and other mycobacterial diseases,2024,Khan S; Silsarma A; Mahajan R; Khan S; Davuluri P; Sutar N; Iyer A; Mankar S; Oswal V; Puri V; Shah D; Chavan V; Spencer H; Isaakidis P,"Tuberculosis (TB) remains a significant cause of mortality globally, with India accounting for 27% of the estimated number of people with TB. Multidrug-resistant TB (MDR-TB) and isoniazid (INH) resistance pose additional challenges to effective treatment. We aimed to describe treatment outcomes of INH mono-resistant TB patients under programmatic conditions in Mumbai, India. This retrospective cohort study was conducted at Shatabdi Hospital in Mumbai between 2019-2021.We described the clinical and demographic characteristics, treatment outcomes, and risk factors for unfavourable outcomes among patients with INH mono-resistant TB treated with rifampicin, ethambutol, pyrazinamide, and levofloxacin (LfxREZ) for a duration of 6 months. Among 3105 patients with drug-resistant TB initiated on treatment, 217 (7 %) had INH mono-resistant TB. Of these, 54 % (117/217) were female, with a median age of 26 years (interquartile range: 20-40). The majority (88 %; 191/217) presented with pulmonary TB, and most (87 %; 188/217) had favourable treatment outcomes, including treatment completion (52 %; 112/217) and cure (35 %; 76/217). Unfavourable outcomes, including treatment failure (2.3 %; 5/217), loss to follow-up (9.2 %; 20/217), or death (1.8 %; 4/217), were observed in 13 % (29/217) of patients. A total of ten (5 %) patients experienced at least one non-severe adverse drug reaction. Factors associated with unfavourable outcomes included severe thinness (p = 0.019) and male gender (p = 0.012). Treating INH mono-resistant patients with LfxREZ resulted in satisfactory outcomes and low toxicity. It is important to rule out drug resistance to INH while determining the treatment regimen."
39360094,BPaLM Regimen Against Drug-Resistant Tuberculosis in India: A Need of the Hour.,Cureus,2024,Yadav S,"India has a high burden of drug-resistant tuberculosis (DR-TB) cases. The management of this severe form of TB is associated with a number of issues like long treatment durations, high pill burden, and multiple adverse drug reactions. Efforts are on through various research studies and trials for finding solutions to the issues linked to the current drug regimens against drug-resistant tuberculosis. One such remarkable development is the introduction of bedaquiline, pretomanid, linezolid, and moxifloxacin (BPaLM)-based regimens to fight against two of the most severe forms of tuberculosis, i.e., multidrug- and extensively drug-resistant tuberculosis (MDR-TB and XDR-TB). This editorial throws light on this newer regimen and discusses the same in the Indian context."
39311013,Response to treatment and low serum vitamin D levels in North Indian patients with treatment-naive category I and multi-drug resistant pulmonary tuberculosis.,Annals of medicine,2024,Rathored J; Sharma SK; Banavaliker JN; Sreenivas V; Srivastava AK,"Tuberculosis (TB) is a bacterial infection that usually affects the lungs, although it can also affect other parts of the body. Vitamin D deficiency and response to treatment have been demonstrated in patients with active TB in several studies, but not in MDR-TB patients, which is a new observation in the present study. To study the time to initial sputum culture conversion and to associate baseline vitamin D levels and response to treatment in patients with PTB Cat I and MDR-TB. A total of 897 North Indian participants were recruited and divided into three groups: treatment-naïve PTB Cat I, MDR-TB, and healthy controls. Serum biochemistry, including 25-hydroxyvitamin D and calcium, was measured in all participants with PTB, Cat I, and MDR-TB. PTB Cat I patients had high bacillary load grading at baseline compared to 2 Low serum vitamin D deficiency was observed in both groups during treatment and is one of the important factors responsible for susceptibility to TB in both groups; however, its significance is uncertain. Patients with continuous positive sputum for multidrug-resistant tuberculosis (MDR-TB) had a worse prognosis than those with sputum bacteriology conversion. Two months into a treatment regimen, sputum smear conversions may be a useful indicator of an MDR-TB patient's prognosis."
39278675,Comparative study of infection control practices in DOTS/sputum microscopy centre in two different districts of state of Uttarakhand and Uttar Pradesh of India.,The Indian journal of tuberculosis,2024,Ahmad P; Aroara VK,"Tuberculosis (TB) is endemic in India. TB is transmitted through droplet infection and the transmission occurs when a person inhales droplet nuclei containing of Mycobacterium tuberculosis. Infection control practices play a major role in controlling the TB infection in healthcare settings and further prevents TB infection in the HCWs. The aim of the study is to conduct the cross sectional study for infection control practices in DOTS cum Sputum Microscopy Centre's under NTEP in Ghaziabad (Uttar Pradesh) & Dehradun (Uttarakhand) districts with the objective to assess the compliance of infection control measures by HCWs in DOTS cum Sputum Microscopy Centre's and to suggest the suitable measures and/or model to reduce the transmission of infection to the HCWs and to the community at large. The cross sectional study is conducted for two years in two districts of different state having high burden of TB disease in UP and low burden of disease in UK state. All DOTS cum Sputum Microscopy centres of both selected districts i.e. 100% sample size are covered in the study. Hand washing is the most efficient and cost-effective practice for prevention and control of infection. In Dehradun district 66.66% (12) centers and in Ghaziabad district 57.14% (16) centers have adequate hand washing facility available at DOTS and sputum microscopy lab. Unavailability of adequate PPE will lead to the infection. In Dehradun district, 55.56% (10) centers have adequate PPE available whereas in Ghaziabad District 21.43% (6) centers have adequate PPE available. Training on infection prevention and control for HCWs are provided in 27.78% (5) DOTS/sputum microscopy center in Dehradun whereas none of the DOTS/sputum microscopy center in Ghaziabad district are given training on infection prevention & control for HCWs in last one year. Adequate ventilation plays an important role in transmission of TB/MDR TB or any respiratory infection. HCWs working in DOTS/Sputum microscopy center are at risk to contact the TB/MDR TB infection if there is no proper ventilation in their working places. In 33.33% (6) DOTS/sputum microscopy center in Dehradun & 28.57% (8) in Ghaziabad district have adequate ventilation. Layout of DOTS room and for sputum microscopy center are suggested to reduce the risk of transmission of TB/MDR-TB and other respiratory pathogens amongst HCWs who are working in DOTS cum sputum microscopy center. DOTS cum Sputum Microscopy Centers of both districts in different states are having deficient infection control practices. Staff is not adequately trained in infection prevention and control practices."
39277889,Diagnostics Evaluation of Smart Sure™ Mycobacterium tuberculosis Screening Kit and Smart Sure™ Multidrug-resistant Tuberculosis Detection Kit on Nonsputum Specimens at a Tertiary Care Center of North India.,International journal of mycobacteriology,2024,Jorwal P; Singh BK; Anand A; Khan F; Khandelwal K; Sharma P; Nischal N; Soneja M; Sethi P; Dhawan S; Wig N,"Tuberculosis (TB) is caused due to the infection of Mycobacterium tuberculosis (MTB) and it can infect the various parts of the human body. The disease is highly prevalent and is the second most common cause of death worldwide after COVID-19. Apart from sputum specimen, it is exceedingly difficult to diagnose due to its paucibacillary nature. The current study was intended to evaluate the accuracy of Smart Sure™ MTB and multidrug-resistant-TB (MDR-TB) kits (Genetix Biotech Asia Pvt. Ltd., India) with Xpert ultra and Mycobacterium growth indicator tube (MGIT) culture on nonsputum specimens from TB suspects. A total of 205 nonsputum specimens were received between October 2023 and May 2024 at Intermediate Reference Laboratory, Department of Medicine, All India Institute of Medical Sciences, New Delhi, India. Xpert ultra and Smart Sure™ MTB and MDR-TB tests were done directly on samples. However, processed specimens were used for MGIT culture and drug-susceptibility testing (DST). Invalid and MGIT contaminated specimens were excluded from the final calculation. Overall, sensitivity and specificity of Smart Sure™ MTB screening kit was 71.59% and 98.28%, respectively, with Xpert ultra and 68.35% and 90.83%, respectively, with MGIT culture. While comparing with both Xpert ultra and MGIT-DST to detect rifampicin (RIF) resistant, Smart Sure™ MDR-TB kits showed sensitivity of 75.0% and 100% of specificity. However, for isoniazid (INH) resistance, Smart Sure™ MDR-TB kits showed 100% of sensitivity and specificity with MGIT-DST. For the detection of MTB and its drug-resistance patterns (RIF and INH) in the specimens other than sputum, Smart Sure™ MTB and MDR-TB kits could play a vital role in TB endemic countries. While comparing the set-ups and skilled staffs, it required almost same as compared with previously approved WHO diagnostics used in resource-limited countries."
39067958,"Treatment outcomes of multidrug resistant tuberculosis (MDR TB) treated with bedaquiline under programmatic management of drug resistant tuberculosis at a tertiary care hospital in Punjab, India.",The Indian journal of tuberculosis,2024,Kumari DS; Gupta DA; Chopra DV; Kaur DS,"MDR TB is a serious global concern which is hampering TB elimination goals badly. Standardized MDR TB regimen had high default rates, more side effects and poor treatment outcomes. Bedaquiline is a newer anti-tubercular drug which has made oral regimens possible for MDR TB. We aimed to study the outcomes of MDR TB patients treated with Bdq containing regimens. 155 patients of MDR TB on Bdq containing regimen enrolled at GMC, Patiala under NTEP from 2017 to 2020 were enrolled retrospectively. Out of 155 patients enrolled, 82 (52.9 %) were cured, 31 (20 %) completed treatment, 18 (11.6 %) defaulted, 22 (14.2 %) died and 2 (0.12 %) failed treatment. Bdq is well tolerated with very less side effects and has better outcomes as compared to standard MDR regimens which were followed earlier."
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,The Indian journal of tuberculosis,2024,Mishra G; Alffenaar JW; Munje R; Khateeb S,"Monitoring and managing adverse drug reactions (ADR) are critical for treating drug-resistant tuberculosis (TB). To study symptomatic, linezolid-attributable ADRs in TB patients initiated on all oral longer bedaquiline-based treatment regime for multidrug-resistant/rifampicin-resistant (MDR/RR)-TB under programmatic conditions. It was a multicenter, retrospective study of people with MDR/RR-TB in nine TB units in Nagpur, India, from March 2020 to April 2022. The study consisted of a sample size of 106 individuals with multidrug-resistant and rifampicin-resistant tuberculosis out of a total of 110 individuals with the disease. Of these, 45 (42.45%) experienced linezolid ADRs, with an incidence of 11.37 cases per 1000 person-weeks. These patients were significantly younger (31.24 ± 11.13 years) and more likely to be female (27, 50%) than those without ADRs. ADR severity was mild in 20 (44.45%), moderate in 15 (33.33%), and severe in 10 (22.22%) patients. The most common ADR was peripheral neuropathy (42, 93.33%), followed by lactic acidosis (3, 6.67%), anemia (2, 4.44%), and optic neuritis (2, 4.44%). Dosing was reduced in 17 (37.78%) patients, and linezolid was withdrawn entirely in 19 (42.22%) patients. Only 9 (20%) patients continued linezolid unmodified. For mild to moderate linezolid-associated symptomatic peripheral neuropathy, symptom management with or without dose reduction is an effective strategy; however, immediate linezolid withdrawal is necessary in severe or life-threatening peripheral neuropathy cases. After a mean follow-up of 41 ± 21.33 weeks, ADR symptoms resolved completely in 4 (6.67%) patients and decreased in 42 (93.33%) patients. Linezolid ADRs, often neuropathy, frequently occur in patients on an all-oral bedaquiline-based treatment regime for MDR/RR-TB. Women and younger patients are more likely to experience these ADRs, usually mild to moderate in severity. Management of symptomatic linezolid-associated peripheral neuropathy should be based on ADR severity. These ADRs often affect linezolid dosing, so it is important to identify and manage them early."
38825150,Silent epidemic of silicotuberculosis in India and emergence of multidrug-resistant tuberculosis?,Journal of global antimicrobial resistance,2024,Singh D; Sarkar B; Yadav S; Sarkar K,"India's projected silica-dust-exposed workers will be 52 million at the end of 2025. The elimination of tuberculosis (TB) is also targeted in India by 2025. Scientists in India have already pointed out that unless silicosis is controlled, the said elimination will be difficult to achieve. This study provides evidence of an increasing incidence of tuberculosis (TB) including multidrug-resistant TB (MDR-TB) with mortality owing to treatment failure among the silica dust-exposed workers compared to their unexposed counterpart. It was also observed that TB as well as MDR-TB were directly proportional to the dose and/or duration of silica dust exposure (progression of silica-dust induced lung damage). This means the occurrence of both TB and MDR-TB is lowest in the unexposed group, moderate in the radiologically negative but silica dust-exposed group (subradiological silicosis owing to moderate exposure), and highest in the radiologically confirmed silicotic workers (maximally exposed group). Because India has a huge burden of silicosis cases, the said cases are vulnerable to pulmonary TB, including MDR-TB. The study indicates there will be an emergence of MDR-TB among the silica dust-exposed workers unless appropriate intervention measures are initiated with immediate effect. Failure to do so, it will probably lead to a silent epidemic of silicotuberculosis in India shortly. It is important to have tools to detect silicosis cases quickly and at an early stage to identify a vulnerable population and adopt an effective intervention measure."
