COUNTRY_CODE,REGION_WHO,REGION_UNICEF,REGION_UNAIDS,COUNTRY_NAME,TIME_PERIOD,DATA_SOURCE,is_indicator_relevant,are_data_available,measurement_source,measurement_source_other,period_start_date,period_end_date,data_source_comment,data_comment,state,no_validation_comment_log,no_validation_warnings_list,comments,NEW_ENROL_AVAIL,PERCENT-ALL,PERCENT-TIME_LT_5Y,PERCENT-TIME_5_15Y,PERCENT-TIME_GT_15Y,NUMERATOR-ALL,NUMERATOR-TIME_LT_5Y,NUMERATOR-TIME_5_15Y,NUMERATOR-TIME_GT_15Y,DENOMINATOR-ALL,DENOMINATOR-TIME_LT_5Y,DENOMINATOR-TIME_5_15Y,DENOMINATOR-TIME_GT_15Y,NEW_ENROL_AVAIL_2,PER_CUR_ENROL-ALL,PER_CUR_ENROL-TIME_LT_5Y,PER_CUR_ENROL-TIME_5_15Y,PER_CUR_ENROL-TIME_GT_15Y,NUM_CUR_ENROL-ALL,NUM_CUR_ENROL-TIME_LT_5Y,NUM_CUR_ENROL-TIME_5_15Y,NUM_CUR_ENROL-TIME_GT_15Y,DEN_CUR_ENROL-ALL,DEN_CUR_ENROL-TIME_LT_5Y,DEN_CUR_ENROL-TIME_5_15Y,DEN_CUR_ENROL-TIME_GT_15Y,TBL_ARV_TBT-ALL,TBL_ARV_TBT-TIME_LT_5Y,TBL_ARV_TBT-TIME_5_15Y,TBL_ARV_TBT-TIME_GT_15Y,include_in_csv_export
PER,America,Latin America and the Caribbean,Latin America,Peru,2024,GARPR,Yes,Yes,Other tools (please define data sources for numerator and denominator below),"Instrumento de monitoreo de Terapia Preventiva para Tuberculosis en Personas viviendo con VIH, de la Dirección de Prevención y Control de VIH-SIDA, ITS y Hepatitis, año 2023.",2023-01-01,2023-12-31,"Fuente: Registro Nominal de Terapia Preventiva para Tuberculosis en personas viviendo con VIH de cada establecimiento de salud, según NTS N° 143-MINSA-2018-DGIESP, ""Norma Técnica de Salud para la Prevención y Control de la Coinfección TB-VIH en el Perú""., según Resolución Ministerial N° 895-2018/MINSA","Información anual de personas que están en servicios con TAR, personas enroladas nuevas y personas continuadores al TAR, que pertenece al año 2023.
Incluye información de inicios de Terapia Preventiva para TB de EsSALUD.

La información del denominador para ""Recién inscritos en TAR"" no es igual que el indicador 7.7 (con información del año 2024) porque es data de Terapia Preventiva para TB, correspondiente al año 2023.",published,"Date: 2025-05-28 21:39:47.854864
La información del indicador 7.7. corresponde al año 2024,
Mientras que la información registrada de TPT es del año 2023.
--------
","El denominador de este indicador debe ser el mismo que el del indicador 7.7. Por favor, verifique.","Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: El año pasado se reportó que [3396] personas que vivían con el VIH recién inscritas en tratamiento antirretroviral iniciaron tratamiento preventivo contra la tuberculosis y [3958] personas que vivían con el VIH y recibían tratamiento antirretroviral iniciaron tratamiento preventivo contra la tuberculosis. Por favor, verifique si hay datos disponibles para este período de reporte.

Patricia Ruiz Pizarro (MINISTRY) said on 28/05/25 at 19:38: Se actualiza la información que estuvo pendiente siempre.

",Yes,32,0,0,32.7,4055,0,0,4055,12661,110,145,12406,Yes,4,0,0,4.1,4724,0,0,4724,118085,1031,1659,115395,4724,0,0,4724,Yes
URY,America,Latin America and the Caribbean,Latin America,Uruguay,2024,GARPR,Yes,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
VEN,America,Latin America and the Caribbean,Latin America,"Venezuela, Bolivarian Republic of",2024,GARPR,Yes,Yes,Other tools (please define data sources for numerator and denominator below),Datos de las Coordinaciones Regionales del Programa Nacional de Sida/ITS y del Programa de Salud Respiratoria.,2024-01-01,2024-12-31,,,published,"Date: 2025-07-29 16:49:02.728014
En los registros de los Programas Nacionales de VIH/ITS y Salud Respiratoria se recogieron estos datos, y el aumento podría deberse al esfuerzo realizado para mejorar esta situación y a una mayor disponibilidad de tratamiento preventivo para la TB. Adicionalmente se han reforzado los esfuerzos conjuntos de ambos programas en la capacitación del personal de salud para un manejo conjunto de los casos. Además se incluyen pacientes que iniciaron TARV en 2023 que no habían sido reportados.
--------
Date: 2025-07-29 16:48:56.720141
En los registros de los Programas Nacionales de VIH/ITS y Salud Respiratoria se recogieron estos datos, y el aumento podría deberse al esfuerzo realizado para mejorar esta situación y a una mayor disponibilidad de tratamiento preventivo para la TB. Adicionalmente se han reforzado los esfuerzos conjuntos de ambos programas en la capacitación del personal de salud para un manejo conjunto de los casos. Además se incluyen pacientes que iniciaron TARV en 2023 que no habían sido reportados.
--------
Date: 2025-05-28 20:29:29.924815
En los registros de los Programas Nacionales de VIH/ITS y Salud Respiratoria se recogieron estos datos, y el aumento podría deberse al esfuerzo realizado para mejorar esta situación y a una mayor disponibilidad de tratamiento preventivo para la TB. Adicionalmente se han reforzado los esfuerzos conjuntos de ambos programas en la capacitación del personal de salud para un manejo conjunto de los casos. Además se incluyen pacientes que iniciaron TARV en 2023 que no habían sido reportados.
--------
Date: 2025-04-29 06:31:27.882939
En los registros de los Programas Nacionales de VIH/ITS y Salud Respiratoria se recogieron estos datos, y el aumento podría deberse al esfuerzo realizado para mejorar esta situación y a una mayor disponibilidad de tratamiento preventivo para la TB. Adicionalmente se han reforzado los esfuerzos conjuntos de ambos programas en la capacitación del personal de salud para un manejo conjunto de los casos.
--------
",The denominator ‘total number of people CURRENTLY enrolled in HIV treatment’ should be greater than the denominator for indicator 7.7. Please verify.,"Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: El año pasado se reportó que [522] personas que vivían con el VIH y estaban en tratamiento antirretroviral comenzaron un tratamiento preventivo contra la tuberculosis. Agradecemos puedan verificar si los datos reportados para el periodo de reporte actual sobre las personas recién inscritas en el tratamiento antirretroviral que recibieron tratamiento preventivo contra la tuberculosis corresponden al numero de personas que iniciaron tratamiento preventivo contra la tuberculosis entre todas las personas inscritas en TAR. Si se refieren a personas recientemente inscritas en TAR durante el periodo de reporte, por favor verifique si se dispone de datos sobre el número de personas que viven con el VIH y reciben tratamiento antirretroviral que comenzaron un tratamiento preventivo contra la tuberculosis durante el período de reporte.

Yolimar Gil Sojo (MINISTRY) said on 28/05/25 at 18:28: No todos corresponden a pacientes VIH recién inscritos para tratamiento antirretroviral, hay pacientes con tratamiento para la Infección latente para la TB (TITL) y que ya habían iniciado TARV en años anteriores a 2024. De los 669 pacientes con TITL y que viven con VIH, 138 corresponden a personas que viven con VIH y estaban en TARV antes del 2024. Son 42 femeninos y 96 masculinos, todos mayores de 15 años.

Victoria Bendaud (UNAIDS) said on 29/07/25 at 14:48: Datos transferidos a seccion sobre todas las persons que estaban recibiendo TAR en base a respuesta a la pregunta.

",No,,,,,,,,,,,,,Yes,9.1,24.2,23,8.9,669,15,14,640,7334,62,61,7211,,,,,Yes
BHR,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa,Bahrain,2024,GARPR,Yes,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
DJI,Eastern Mediterranean,Sub-Saharan Africa,Middle East and North Africa,Djibouti,2024,GARPR,Yes,Yes,Antiretroviral Patient Registers,,2024-01-01,2024-12-31,,,published,"Date: 2025-03-14 20:14:09.433157
Pendant cette période aucun cas entre 5 à 15 n'a été pas mis sous préventive de la tuberculose
--------
","Certaines valeurs sont manquantes. Veuillez expliquer.
Nouvellement inscrit au traitement antirétroviral : le numérateur et le dénominateur ne correspondent pas à son pourcentage.
Veuillez vérifier et confirmer que certains pourcentages ont changé de plus de 20% par rapport à l'année précédente.","Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: Le nombre de personnes actuellement sous TAR qui ont commencé un traitement préventif contre la tuberculose rapporté [226] semble refléter un changement important par rapport au nombre rapporté pour la période précédente [122]. Veuillez expliquer la raison de ce changement ou réviser les données en conséquence. La même valeur [226] est rapportée pour le nombre de personnes nouvellement inscrites à un traitement antirétroviral, le nombre de personnes actuellement sous traitement antirétroviral ayant reçu un traitement préventif contre la tuberculose en 2024 et le nombre de personnes actuellement sous traitement antirétroviral ayant reçu un traitement préventif contre la tuberculose avant 2024, ce qui semble peu probable. Veuillez vérifier ou fournir une explication.

",Yes,75.6,100,,75,124,4,0,120,226,4,0,222,Yes,10.7,12.9,0,10.8,226,4,0,222,2119,31,36,2052,226,4,0,222,Yes
EGY,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa,Egypt,2024,GARPR,Yes,Yes,Tuberculosis Patient Registers,,2024-01-01,2024-12-31,,,published,"Date: 2025-03-27 11:39:48.935062
yes 
--------
",Please verify and confirm that some percentages have changed by more than 20% compared to the previous year.,"Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: The number of people currently enrolled on ART that started TB preventive treatment reported [309] seems to reflect an important change from the number reported for the previous reporting period [849]. The number of people currently enrolled on ART that started TB preventive treatment reported [25067] seems to reflect an important change from the previous reporting period [19384]. Please can you explain the reason for this or revise the data accordingly. The number of people reported to have received TPT prior to the reporting period refers to the number of people who are currently on ART and received TPT in 2023 or earlier; the number currently reported for this item is the same as the number of people on ART reported last year to have received TPT in 2023, please verify.

",Yes,6.1,11.1,3.9,6.2,309,1,3,305,5043,9,77,4957,Yes,1.2,2,0.7,1.2,309,1,3,305,25067,50,445,24572,849,9,6,834,Yes
IRQ,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa,Iraq,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
JOR,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa,Jordan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
KWT,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa,Kuwait,2024,GARPR,Yes,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LBN,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa,Lebanon,2024,GARPR,Yes,Yes,Tuberculosis Patient Registers,,2024-01-01,2024-12-31,,,published,"Date: 2025-03-31 18:13:24.864678
verified
--------
Date: 2025-03-31 14:25:48.314127
verified
--------
","Please verify and confirm that some percentages have changed by more than 20% compared to the previous year.
Currently enrolled on antiretroviral therapy: The numerator and denominator do not correspond to its percentage.",,Yes,2.4,0,0,2.4,5,0,0,5,207,0,0,207,Yes,0.1,0,0,0.1,8,0,0,8,2356,0,4,2352,,,,,Yes
PSE,Eastern Mediterranean,,Middle East and North Africa,Occupied Palestinian Territory,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
OMN,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa,Oman,2024,GARPR,Yes,Yes,Other tools (please define data sources for numerator and denominator below),HIV and TB program records,2024-01-01,2024-12-31,,"Out of total 220 newly enrolled patients on ART, 178 were tested (178/220=81%) using mainly QuantiFERON-TB test. 2 were tested positive and 2 were treated for latent TB.",published,,,,No,,,,,,,,,,,,,No,,,,,,,,,,,,,2,,,2,Yes
QAT,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa,Qatar,2024,GARPR,No,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SAU,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa,Saudi Arabia,2024,GARPR,Yes,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SOM,Eastern Mediterranean,Sub-Saharan Africa,Middle East and North Africa,Somalia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SDN,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa,Sudan,2024,GARPR,Yes,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SYR,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa,Syrian Arab Republic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
ARE,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa,United Arab Emirates,2024,GARPR,Yes,Yes,Other tools (please define data sources for numerator and denominator below),National TB program and NAP records,2024-01-01,2024-12-31,,,published,"Date: 2025-03-27 07:57:05.581976
-------
--------
","Some values are missing. Please explain.
The age disaggregation does not add up to the total.",,Yes,0,,,,0,,,,134,,,,No,,,,,,,,,,,,,,,,,Yes
YEM,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa,Yemen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
ROU,Europe,Central and Eastern Europe and the Commonwealth of Independent States,Western and Central Europe and North America,Romania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
DZA,Africa,Middle East and North Africa,Western and central Africa,Algeria,2024,GARPR,Yes,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
BEN,Africa,Sub-Saharan Africa,Western and central Africa,Benin,2024,GARPR,Yes,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
BFA,Africa,Sub-Saharan Africa,Western and central Africa,Burkina Faso,2024,GARPR,Yes,Yes,Antiretroviral Patient Registers,,2023-12-26,2024-12-25,,,published,,,"Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: L'année dernière, il a été rapporté que [2657] personnes vivant avec le VIH nouvellement inscrites sous traitement antirétroviral ont commencé un traitement préventif contre la tuberculose, parmi [7999] personnes vivant avec le VIH nouvellement inscrites sous traitement antirétroviral. Il a également été rapporté que [2657] personnes vivant avec le VIH sous traitement antirétroviral ont commencé un traitement préventif contre la tuberculose, parmi [81767] personnes vivant avec le VIH inscrites sous traitement antirétroviral. Veuillez vérifier si les données sont disponibles pour cette période de référence.

",No,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes
BDI,Africa,Sub-Saharan Africa,Western and central Africa,Burundi,2024,GARPR,Yes,Yes,Tuberculosis Patient Registers,DHIS2,2024-01-01,2024-12-31,Registre de screening,Données extraites dans DHIS2,edit,,,,Yes,60.5,23.4,55.5,61.7,3338,34,61,3243,5514,145,110,5259,Yes,23.0,41.2,29.1,22.7,18194,138,544,17512,79210,335,1870,77005,,,,,Yes
CPV,Africa,Sub-Saharan Africa,Western and central Africa,Cabo Verde,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
CMR,Africa,Sub-Saharan Africa,Western and central Africa,Cameroon,2024,GARPR,Yes,Yes,Antiretroviral Patient Registers,,2024-01-01,2024-12-31,,,published,"Date: 2025-03-28 14:08:54.599653
oui
--------
Date: 2025-03-28 14:07:33.729486
Nous allons corriger le 7.7
--------
",Veuillez vérifier et confirmer que certains pourcentages ont changé de plus de 20% par rapport à l'année précédente.,"Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: Veuillez vérifier si des données sont disponibles sur le nombre de personnes actuellement sous TAR qui ont reçu un traitement préventif contre la tuberculose au cours de la période du rapport.

",Yes,88.7,42.3,77.8,89.9,33769,321,556,32892,38059,759,715,36585,No,,,,,,,,,,,,,,,,,Yes
CAF,Africa,Sub-Saharan Africa,Western and central Africa,Central African Republic,2024,GARPR,Yes,Yes,Antiretroviral Patient Registers,DHIS2,2024-01-01,2024-12-31,,,published,"Date: 2025-06-02 13:45:19.278070
Il n'y a pas de desagregation 
--------
Date: 2025-06-02 11:15:55.345838
Il n'y a pas de desagregation 
--------
Date: 2025-03-25 15:04:55.794610
Il n'y a pas de desagregation 
--------
","Certaines valeurs sont manquantes. Veuillez expliquer.
La ventilation par âge ne correspond pas au total.
Veuillez vérifier et confirmer que certains pourcentages ont changé de plus de 20% par rapport à l'année précédente.","Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: Le nombre de personnes ayant commencé un traitement préventif contre la tuberculose parmi les personnes nouvellement inscrites à un traitement antirétroviral [4729] semble refléter une augmentation importante par rapport au nombre de personnes ayant commencé un traitement préventif contre la tuberculose parmi toutes les personnes sous traitement antirétroviral [990] rapporté l'année dernière. Veuillez vérifier ou fournir une explication à ce sujet. Veuillez également vérifier si les données sur le nombre de personnes ayant reçu un traitement préventif contre la tuberculose parmi toutes les personnes sous traitement antirétroviral sont disponibles pour cette période de rapport.

Augustin Balekouzou (OTHER) said on 02/06/25 at 11:45: Il y avait une erreur de saisie pour les données de l'année passée

",Yes,57.2,,,,4729,,,,8269,,,,No,,,,,,,,,,,,,,,,,Yes
TCD,Africa,Sub-Saharan Africa,Western and central Africa,Chad,2024,GARPR,Yes,Yes,Antiretroviral Patient Registers,,2024-01-01,2024-12-31,,Les outils ne permettent pas d'avoir les informations sur la mise sous traitement préventif parmi les nouvelles inclusions.,published,"Date: 2025-03-26 14:45:22.844661
les données de la mise sous traitement préventif parmi les nouvelles inclusions ne sont pas disponibles.
--------
",Certaines valeurs sont manquantes. Veuillez expliquer.,"Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: L'année dernière, il a été rapporté que [801] personnes vivant avec le VIH nouvellement inscrites sous traitement antirétroviral ont commencé un traitement préventif contre la tuberculoseparmi [7929] personnes vivant avec le VIH nouvellement inscrites sous traitement antirétroviral. Veuillez vérifier si des données sont disponibles pour cette période de rapport. Le nombre de personnes nouvellement inscrites à un traitement antirétroviral qui ont commencé un traitement préventif contre la TB [3945] semble refléter un changement important par rapport au nombre rapporté pour la période de rapport précédente [6178]. Veuillez expliquer la raison de ce changement ou réviser les données en conséquence.

",Yes,,,,,,,,,,,,,Yes,5.1,13.6,12.7,4.9,3945,99,186,3660,77011,727,1468,74816,3945,99,186,3660,Yes
COG,Africa,Sub-Saharan Africa,Western and central Africa,Congo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
CIV,Africa,Sub-Saharan Africa,Western and central Africa,Côte d'Ivoire,2024,GARPR,Yes,Yes,Antiretroviral Patient Registers,,2024-01-01,2024-12-31,,,published,"Date: 2025-03-26 10:51:20.868235
Les désagrégations au niveau pays ne sont pas conforme aux agrégations de l'outil de rapportage GAM
--------
","Certaines valeurs sont manquantes. Veuillez expliquer.
La ventilation par âge ne correspond pas au total.","Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: L'année dernière, il a été rapporté que [19697] personnes vivant avec le VIH nouvellement inscrites à un traitement antirétroviral ont commencé un traitement préventif contre la tuberculose, sur [83084] personnes vivant avec le VIH nouvellement inscrites à un traitement antirétroviral. Veuillez vérifier si les données sont disponibles pour cette période de rapport. Le nombre de personnes ayant reçu un traitement préventif contre la tuberculose avant la période de rapport correspond au nombre de personnes actuellement sous traitement antirétroviral et ayant reçu un traitement préventif contre la tuberculose en 2023 ou avant ; le même nombre est actuellement rapporté pour cet élément que le nombre de personnes sous traitement antirétroviral ayant reçu un traitement préventif contre la tuberculose en 2024, veuillez vérifier.

",No,,,,,,,,,,,,,Yes,19.4,,,,50372,,,,259793,,,,50372,,,,Yes
COD,Africa,Sub-Saharan Africa,Western and central Africa,Democratic Republic of the Congo,2024,GARPR,Yes,Yes,Antiretroviral Patient Registers,,2024-01-01,2024-12-31,,,published,"Date: 2025-05-31 05:17:44.882451
Pour les données manquantes, le canevas de collecte ne renseigne pas certaines tranches d'age.
Aussi faut-il signaler que notre canevas de collecte ne renseigne que les nouvelles inclusions qui ont beneficié de la TPT pas les anciens Cas.
--------
Date: 2025-05-31 05:17:17.001151
Pour les données manquantes, le canevas de collecte ne renseigne pas certaines tranches d'age.
Aussi faut-il signaler que notre canevas de collecte ne renseigne que les nouvelles inclusions qui ont beneficié de la TPT pas les anciens Cas.
--------
Date: 2025-03-30 15:58:50.373500
Pour les données manquantes, le canevas de collecte ne renseigne pas certaines tranches d'age.
Aussi faut-il signaler que notre canevas de collecte ne renseigne que les nouvelles inclusions qui ont beneficié de la TPT pas les anciens Cas.
--------
","Certaines valeurs sont manquantes. Veuillez expliquer.
La ventilation par âge ne correspond pas au total.
Veuillez vérifier et confirmer que certains pourcentages ont changé de plus de 20% par rapport à l'année précédente.","Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: Le nombre de personnes nouvellement inscrites à un traitement antirétroviral qui ont commencé un traitement préventif contre la tuberculose rapporté [33 924] et le nombre de personnes nouvellement inscrites à un traitement antirétroviral [65 651] semblent refléter un changement important par rapport à la période précédente [49 209 et 83 436, respectivement]. Veuillez expliquer la raison de ce changement ou réviser les données en conséquence.

Lisa NTUMBA (OTHER) said on 31/05/25 at 03:17: Nous reviendrons vers vous pour vous fournir des amples explications à près concertation avec l'équipe.

",Yes,51.7,,,,33924,,,,65651,,,,No,,,,,,,,,,,,,,,,,Yes
GNQ,Africa,Sub-Saharan Africa,Western and central Africa,Equatorial Guinea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
GAB,Africa,Sub-Saharan Africa,Western and central Africa,Gabon,2024,GARPR,Yes,Yes,Antiretroviral Patient Registers,,2024-01-01,2024-12-31,,,published,"Date: 2025-03-26 13:50:05.025019
OK
--------
Date: 2025-03-26 13:49:22.720529
OK
--------
","Nouvellement inscrit au traitement antirétroviral : le numérateur et le dénominateur ne correspondent pas à son pourcentage.
Veuillez vérifier et confirmer que certains pourcentages ont changé de plus de 20% par rapport à l'année précédente.","Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: Le nombre de personnes nouvellement inscrites à un traitement antirétroviral qui ont commencé un traitement préventif contre la tuberculose rapporté [169] semble refléter un changement important par rapport à la période précédente [285]. Veuillez expliquer la raison de ce changement ou modifier les données en conséquence. L'année dernière, il a été rapporté que [285] personnes vivant avec le VIH et actuellement sous traitement antirétroviral avaient commencé un traitement préventif contre la tuberculoseparmi les [29835] personnes vivant avec le VIH inscrites à un traitement antirétroviral. Veuillez vérifier si les données sont disponibles pour cette période de rapport. Le nombre de personnes ayant reçu un traitement préventif contre la tuberculose avant la période de rapport correspond au nombre de personnes actuellement sous TAR et ayant reçu un traitement préventif contre la tuberculose en 2023 ou avant ; le même nombre est actuellement rapporté pour cet élément que le nombre de personnes nouvellement inscrites sous TAR en 2024, veuillez vérifier.

",Yes,6.35,0,5.26,6.43,169,0,2,167,2658,22,38,2598,No,,,,,,,,,,,,,2658,22,38,2598,Yes
GMB,Africa,Sub-Saharan Africa,Western and central Africa,Gambia (Republic of The),2024,GARPR,Yes,Yes,Antiretroviral Patient Registers,,2024-01-01,2024-12-31,,,published,"Date: 2025-05-28 11:25:54.554301
Disaggregation for this indicator is only available from July 2023
--------
Date: 2025-04-04 13:54:08.460968
Disaggregation for this indicator is only available from July 2023
--------
",The age disaggregation does not add up to the total.,"Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: The number of people currently enrolled on ART that started TB preventive treatment reported [2428] seems to reflect an important change from the number reported for the previous reporting period [4563]. The number of people currently enrolled on ART reported [11187] seems to reflect an important change from the previous reporting period [7879]. Please can you explain the reason for this or revise the data accordingly. Please verify if data are available on the number of people newly enrolled on ART who received TB preventive treatment during the reporting period.

Lamin F.S Badjie (OTHER) said on 28/05/25 at 09:25: TPT was started very late in The Gambia and as a result there are some old PLHIV in some ART sites that started providing the services to PLHIV and not necessarily newly enrolled on ART who received TB preventive treatment during the reporting period.

",No,,,,,,,,,,,,,Yes,21.7,19.6,22.1,21.7,2428,37,108,2283,11187,189,488,10510,4568,,,,Yes
GHA,Africa,Sub-Saharan Africa,Western and central Africa,Ghana,2024,GARPR,Yes,Yes,Tuberculosis Patient Registers,,2024-01-01,2024-12-31,,,published,"Date: 2025-06-03 14:56:24.632030
Missing data not available


--------
Date: 2025-03-26 19:57:25.115981
Missing data not available


--------
Date: 2025-03-26 19:48:41.244033
Missing data not available


--------
Date: 2025-03-26 19:19:47.605921
Missing data not available


--------
Date: 2025-03-25 14:12:52.871633
Missing data not available


--------
","Some values are missing. Please explain.
The age disaggregation does not add up to the total.","Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: The number of people who received TB preventive treatment among all people on ART [13752] should be greater than the number of people who received TB preventive treatment among people newly enrolled on ART during the reporting period [14965], please verify. The number of people currently enrolled on ART that started TB preventive treatment reported [13752] seems to reflect an important change from the number reported for the previous reporting period [10173]. Please can you explain the reason for this or revise the data accordingly.

Dennis Annang (OTHER) said on 03/06/25 at 12:58: The values for the number of people who received TB preventive treatment among people newly enrolled on ART during the reporting period and the number of people who received TB preventive treatment among all people on ART has been corrected.

",Yes,42.2,,,,13752,,,,32551,,,,Yes,9.5,7.5,3.5,9,14965,,,,156821,1383,6521,148917,,,,,Yes
GIN,Africa,Sub-Saharan Africa,Western and central Africa,Guinea,2024,GARPR,Yes,Yes,Tuberculosis Patient Registers,Données du programme de Plan international Guinée,2024-01-01,2024-12-31,,,published,"Date: 2025-03-14 11:54:33.314228
Confirmé
--------
Date: 2025-03-13 16:48:41.713473
Confirmé
--------
Date: 2025-03-13 16:47:43.941945
Confirmé
--------
","Certaines valeurs sont manquantes. Veuillez expliquer.
La ventilation par âge ne correspond pas au total.
Veuillez vérifier et confirmer que certains pourcentages ont changé de plus de 20% par rapport à l'année précédente.",,,19.7,,,,1552,,,,7884,,,,,19.7,,,,19492,,,,98998,,,,,,,,Yes
GNB,Africa,Sub-Saharan Africa,Western and central Africa,Guinea-Bissau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LBR,Africa,Sub-Saharan Africa,Western and central Africa,Liberia,2024,GARPR,Yes,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LBY,Eastern Mediterranean,Middle East and North Africa,Western and central Africa,Libya,2024,GARPR,Yes,No,,,,,,,edit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
MLI,Africa,Sub-Saharan Africa,Western and central Africa,Mali,2024,GARPR,Yes,Yes,Other tools (please define data sources for numerator and denominator below),DHIS2,2024-01-01,2024-12-31,,,published,"Date: 2025-03-18 13:03:59.340597
RAS

--------
Date: 2025-03-18 12:57:59.774718
RAS

--------
","Certaines valeurs sont manquantes. Veuillez expliquer.
La ventilation par âge ne correspond pas au total.
Veuillez vérifier et confirmer que certains pourcentages ont changé de plus de 20% par rapport à l'année précédente.","Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: Le nombre de personnes nouvellement inscrites à un traitement antirétroviral qui ont commencé un traitement préventif contre la tuberculose rapporté [9742] semble refléter un changement important par rapport à la période précédente [6786]. Veuillez expliquer la raison de ce changement ou réviser les données en conséquence. Veuillez vérifier si des données sont disponibles sur le nombre de personnes actuellement inscrites à un traitement antirétroviral qui ont reçu un traitement préventif contre la tuberculose pendant la période du rapport.

",Yes,82.3,,,82.8,9742,,,8982,11833,,,10844,No,,,,,,,,,,,,,,,,,Yes
MRT,Africa,Sub-Saharan Africa,Western and central Africa,Mauritania,2024,GARPR,Yes,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
